-100,100,-100,-0.317149255,-0.117044258,-0.201729647
-100,80,-100,-0.336591214,-0.082643201,-0.207388983
-100,60,-100,-0.349660564,-0.054701725,-0.203853239
-100,40,-100,-0.357877829,-0.033429736,-0.199868308
-100,20,-100,-0.362404003,-0.01586274,-0.197201288
-100,0,-100,-0.363847187,-5.53789E-05,-0.196278543
-100,-20,-100,-0.362404003,0.01586274,-0.197201288
-100,-40,-100,-0.357877829,0.033429736,-0.199868308
-100,-60,-100,-0.349660564,0.054701725,-0.203853239
-100,-80,-100,-0.336591214,0.082643201,-0.207388983
-100,-100,-100,-0.317149255,0.117044258,-0.201729647
-100,100,-80,-0.285048795,-0.107342228,-0.16701598
-100,80,-80,-0.303516687,-0.080667134,-0.174965371
-100,60,-80,-0.316757142,-0.056308948,-0.177237938
-100,40,-80,-0.325462472,-0.035393723,-0.177017457
-100,20,-80,-0.330370392,-0.01702666,-0.176322006
-100,0,-80,-0.33195115,-6.50515E-05,-0.176010687
-100,-20,-80,-0.330370392,0.01702666,-0.176322006
-100,-40,-80,-0.325462472,0.035393723,-0.177017457
-100,-60,-80,-0.316757142,0.056308948,-0.177237938
-100,-80,-80,-0.303516687,0.080667134,-0.174965371
-100,-100,-80,-0.285048795,0.107342228,-0.16701598
-100,100,-60,-0.253798806,-0.096235788,-0.14249087
-100,80,-60,-0.271111791,-0.075204137,-0.150708496
-100,60,-60,-0.284011965,-0.054484601,-0.154971117
-100,40,-60,-0.29278223,-0.035134131,-0.156753108
-100,20,-60,-0.297832635,-0.017140129,-0.157332414
-100,0,-60,-0.29947517,-7.44905E-05,-0.157448092
-100,-20,-60,-0.297832635,0.017140129,-0.157332414
-100,-40,-60,-0.29278223,0.035134131,-0.156753108
-100,-60,-60,-0.284011965,0.054484601,-0.154971117
-100,-80,-60,-0.271111791,0.075204137,-0.150708496
-100,-100,-60,-0.253798806,0.096235788,-0.14249087
-100,100,-40,-0.227739744,-0.086297736,-0.125419688
-100,80,-40,-0.244026981,-0.069072146,-0.133127379
-100,60,-40,-0.256455525,-0.051233315,-0.137930314
-100,40,-40,-0.265093178,-0.033650814,-0.140581999
-100,20,-40,-0.270147004,-0.016598833,-0.141835719
-100,0,-40,-0.271803109,-8.3047E-05,-0.142196437
-100,-20,-40,-0.270147004,0.016598833,-0.141835719
-100,-40,-40,-0.265093178,0.033650814,-0.140581999
-100,-60,-40,-0.256455525,0.051233315,-0.137930314
-100,-80,-40,-0.244026981,0.069072146,-0.133127379
-100,-100,-40,-0.227739744,0.086297736,-0.125419688
-100,100,-20,-0.204647959,-0.077526152,-0.11361717
-100,80,-20,-0.219984561,-0.063053609,-0.120668554
-100,60,-20,-0.231892705,-0.047507022,-0.125474927
-100,40,-20,-0.240302645,-0.031603726,-0.128438699
-100,20,-20,-0.2452823,-0.015713173,-0.130001416
-100,0,-20,-0.246923336,-9.00582E-05,-0.130484335
-100,-20,-20,-0.2452823,0.015713173,-0.130001416
-100,-40,-20,-0.240302645,0.031603726,-0.128438699
-100,-60,-20,-0.231892705,0.047507022,-0.125474927
-100,-80,-20,-0.219984561,0.063053609,-0.120668554
-100,-100,-20,-0.204647959,0.077526152,-0.11361717
-100,100,0,-0.183066881,-0.069701847,-0.105357891
-100,80,0,-0.197463475,-0.057347159,-0.111851962
-100,60,0,-0.20880228,-0.043688826,-0.116517265
-100,40,0,-0.216914661,-0.029328958,-0.119568878
-100,20,0,-0.221764571,-0.014664991,-0.121265282
-100,0,0,-0.223369848,-9.49219E-05,-0.121805413
-100,-20,0,-0.221764571,0.014664991,-0.121265282
-100,-40,0,-0.216914661,0.029328958,-0.119568878
-100,-60,0,-0.20880228,0.043688826,-0.116517265
-100,-80,0,-0.197463475,0.057347159,-0.111851962
-100,-100,0,-0.183066881,0.069701847,-0.105357891
-100,100,20,-0.162161389,-0.062557926,-0.099260378
-100,80,20,-0.17556993,-0.051927079,-0.105359343
-100,60,20,-0.186261477,-0.039891347,-0.109895824
-100,40,20,-0.193995457,-0.026962117,-0.112973079
-100,20,20,-0.198657101,-0.013538058,-0.114737261
-100,0,20,-0.200205954,-9.71782E-05,-0.115308484
-100,-20,20,-0.198657101,0.013538058,-0.114737261
-100,-40,20,-0.193995457,0.026962117,-0.112973079
-100,-60,20,-0.186261477,0.039891347,-0.109895824
-100,-80,20,-0.17556993,0.051927079,-0.105359343
-100,-100,20,-0.162161389,0.062557926,-0.099260378
-100,100,40,-0.141574912,-0.055865968,-0.09422304
-100,80,40,-0.153905869,-0.04670587,-0.100066426
-100,60,40,-0.163843912,-0.036118821,-0.104523476
-100,40,40,-0.171100965,-0.024542652,-0.107623074
